ID,Country,Education,First Contact,Last Contact,Status,Stage,First Call,Signed up for a demo,Filled in customer survey,Did sign up to the platform,Account Manager assigned,Subscribed
2906,USA,B27,2021-03-20,2021-03-20,1st message,,,,,,,
2907,USA,B27,2021-03-20,2021-03-20,1st message,,,,,,,
2964,Canada,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2965,USA,B11,2021-03-18,2021-03-18,2nd message,not interested,,,,,,
2966,USA,B11,2021-03-18,2022-01-17,1st message,not interested,,,,,,
2967,USA,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2968,USA,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2969,USA,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2970,USA,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2971,UK,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2972,USA,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2973,Australia,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2974,UK,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2975,USA,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2976,USA,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2977,USA,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2978,USA,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2979,Singapore,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2980,Saudi Arabia,B11,2021-03-18,2021-03-18,2nd message,not interested,,,,,,
2981,USA,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2982,Australia,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2983,Singapore,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2984,Australia,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2985,UK,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2986,Australia,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2987,USA,B11,2021-03-18,2021-03-28,3rd message,,,,,,,
2988,USA,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2989,Saudi Arabia,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2990,USA,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2991,Australia,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2992,USA,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2993,USA,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2994,USA,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2995,USA,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2996,USA,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2997,USA,B11,2021-03-18,2021-03-18,1st message,,,,,,,
2998,France,B15,2021-03-18,2022-01-17,1st message,not interested,,,,,,
2999,France,B15,2021-03-18,2021-03-18,2nd message,not interested,,,,,,
3000,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3001,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3002,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3003,France,B15,2021-03-18,2022-01-17,1st message,,,,,,,
3004,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3005,Israel,B15,2021-03-18,2021-03-18,1st message,not interested,,,,,,
3006,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3007,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3008,Portugal,B15,2021-03-18,2022-01-17,1st message,interested,2021-05-10,,,2021-05-10,,
3009,UK,B15,2021-03-18,2022-01-17,1st message,interested,2021-03-29,,,No,,
3010,France,B15,2021-03-18,2021-08-24,3rd message,,,,,,,
3011,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3012,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3013,France,B15,2021-03-18,2021-03-18,2nd message,not interested,,,,,,
3014,France,B15,2021-03-18,2021-03-18,2nd message,interested,2021-03-25,,,2021-03-25,2021-03-31,
3015,France,B15,2021-03-18,2021-08-24,3rd message,,,,,,,
3016,France,B15,2021-03-18,2021-03-18,2nd message,declined/canceled call,2021-03-24,,,No,,
3017,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3018,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3019,France,B15,2021-03-18,2022-01-31,1st message,,,,,,,
3020,France,B15,2021-03-18,2022-01-31,1st message,,,,,,,
3021,France,B15,2021-03-18,2022-01-31,2nd message,not interested,,,,,,
3022,France,B15,2021-03-18,2021-03-18,1st message,not interested,,,,,,
3023,France,B15,2021-03-18,2021-03-19,2nd message,not interested,,,,,,
3024,France,B15,2021-03-18,2021-03-18,2nd message,interested,2021-03-19,,,2021-03-19,,
3025,France,B15,2021-03-18,2021-08-24,3rd message,,,,,,,
3026,France,B15,2021-03-18,2022-01-31,1st message,,,,,,,
3027,France,B15,2021-03-18,2021-08-30,2nd message,interested,2021-09-04,2021-09-06,2021-09-06,2021-09-08,,
3028,Spain,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3029,Switzerland,B15,2021-03-18,2021-03-24,1st message,not interested,,,,,,
3030,Germany,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3031,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3032,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3033,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3034,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3035,France,B15,2021-03-18,2022-01-31,1st message,,,,,,,
3036,France,B15,2021-03-18,2021-03-25,3rd message,not interested,,,,,,
3037,France,B15,2021-03-18,2022-01-31,1st message,,,,,,,
3038,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3039,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3040,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3041,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3042,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3043,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3044,France,B15,2021-03-18,2021-08-24,3rd message,,,,,,,
3045,France,B15,2021-03-18,2022-02-01,1st message,,,,,,,
3046,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3047,France,B15,2021-03-18,2022-02-01,1st message,,,,,,,
3048,France,B15,2021-03-18,2022-02-01,1st message,,,,,,,
3049,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3050,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3051,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3052,France,B15,2021-03-18,2021-08-24,3rd message,,,,,,,
3053,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3054,France,B15,2021-03-18,2021-03-19,1st message,not interested,,,,,,
3055,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3056,France,B15,2021-03-18,2021-03-18,1st message,,,,,,,
3057,UK,B15,2021-03-18,2021-08-24,3rd message,,,,,,,
3058,Canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,
3059,Canada,,2021-03-18,2021-03-18,1st message,not interested,,,,,,
3060,Canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,
3061,Canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,
3062,Canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,
3063,Canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,
3064,Canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,
3065,Canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,
3066,Canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,
3067,Canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,
3068,Canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,
3069,Canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,
3070,Canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,
3071,Canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,
3072,Canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,
3073,Canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,
3074,Canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,
3075,Canada,B1,2021-03-18,2022-02-01,1st message,,,,,,,
3076,Canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,
3077,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3078,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3079,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3080,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3081,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3082,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3083,USA,B9,2021-03-17,2021-03-17,2nd message,,,,,,,
3084,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3085,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3086,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3087,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3088,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3089,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3090,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3091,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3092,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3093,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3094,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3095,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3096,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3097,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3098,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3099,USA,B9,2021-03-17,2021-04-06,2nd message,not interested,,,,,,
3100,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3101,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3102,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3103,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3104,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3105,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3106,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3107,USA,B9,2021-03-17,2021-03-19,2nd message,,,,,,,
3108,USA,B9,2021-03-17,2021-03-17,1st message,,,,,,,
3109,Singapore,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3110,Saudi Arabia,B11,2021-03-17,2022-02-01,1st message,,,,,,,
3111,USA,B11,2021-03-17,2022-02-01,1st message,,,,,,,
3112,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3113,Singapore,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3114,Saudi Arabia,B11,2021-03-17,2022-02-06,1st message,do not contact,,,,,,
3115,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3116,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3117,Singapore,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3118,UK,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3119,UK,B11,2021-03-17,2021-08-24,3rd message,,,,,,,
3120,Saudi Arabia,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3121,Singapore,B11,2021-03-17,2022-02-06,1st message,,,,,,,
3122,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3123,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3124,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3125,USA,B11,2021-03-17,2021-05-11,2nd message,interested,2021-08-05,,,2021-08-05,,
3126,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3127,Singapore,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3128,Singapore,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3129,UK,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3130,USA,B11,2021-03-17,2022-02-06,1st message,,,,,,,
3131,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3132,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3133,USA,B10,2021-03-17,2022-02-06,1st message,,,,,,,
3134,USA,B10,2021-03-17,2021-03-17,1st message,,,,,,,
3135,UK,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3136,Singapore,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3137,Australia,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3138,Singapore,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3139,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3140,Singapore,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3141,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3142,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3143,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3144,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3145,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3146,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3147,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3148,Australia,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3149,Singapore,B11,2021-03-17,2022-02-06,1st message,,,,,,,
3150,Singapore,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3151,Singapore,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3152,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3153,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3154,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3155,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3156,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3157,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3158,USA,B11,2021-03-17,2021-03-17,2nd message,not interested,,,,,,
3159,UK,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3160,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3161,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3162,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3163,USA,B11,2021-03-17,2022-02-06,1st message,,,,,,,
3164,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3165,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3166,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3167,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3168,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3169,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3170,USA,B11,2021-03-17,2021-03-17,2nd message,not interested,,,,,,
3171,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3172,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3173,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3174,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3175,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3176,USA,B11,2021-03-17,2021-03-17,2nd message,not interested,,,,,,
3177,USA,B11,2021-03-17,2021-03-17,2nd message,not interested,,,,,,
3178,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3179,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3180,USA,B11,2021-03-17,2021-03-18,2nd message,interested,2021-03-23,,,2021-03-23,,
3181,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3182,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3183,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3184,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3185,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3186,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3187,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3188,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3189,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3190,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3191,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3192,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3193,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3194,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3195,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3196,USA,B11,2021-03-17,2021-03-17,2nd message,not interested,,,,,,
3197,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3198,USA,B11,2021-03-17,2021-03-17,1st message,,,,,,,
3199,Saudi Arabia,B11,2021-03-16,2021-03-16,1st message,not interested,,,,,,
3200,Saudi Arabia,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3201,Saudi Arabia,B11,2021-03-16,2022-02-07,2nd message,,,,,,,
3202,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3203,UK,B11,2021-03-16,2021-04-09,2nd message,interested,2021-04-12,,,2021-04-12,,
3204,Singapore,B11,2021-03-16,2022-02-06,1st message,,,,,,,
3205,Singapore,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3206,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3207,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3208,Australia,B11,2021-03-16,2022-02-06,1st message,,,,,,,
3209,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3210,Pakistan,B11,2021-03-16,2022-02-06,1st message,,,,,,,
3211,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3212,Singapore,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3213,Switzerland,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3214,Singapore,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3215,UK,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3216,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3217,UK,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3218,Singapore,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3219,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3220,Saudi Arabia,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3221,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3222,USA,B11,2021-03-16,2021-03-16,1st message,not interested,,,,,,
3223,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3224,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3225,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3226,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3227,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3228,USA,B11,2021-03-16,2021-03-28,3rd message,,,,,,,
3229,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3230,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3231,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3232,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3233,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3234,USA,B11,2021-03-16,2021-03-16,2nd message,not interested,,,,,,
3235,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3236,USA,B11,2021-03-16,2021-03-16,2nd message,not interested,,,,,,
3237,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3238,USA,B11,2021-03-16,2021-03-16,1st message,not interested,,,,,,
3239,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3240,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3241,USA,B11,2021-03-16,2021-03-16,2nd message,not interested,,,,,,
3242,USA,B11,2021-03-16,2021-03-16,2nd message,not interested,,,,,,
3243,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3244,UK,B11,2021-03-16,2021-03-16,2nd message,not interested,,,,,,
3245,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3246,Canada,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3247,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3248,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3249,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3250,USA,B11,2021-03-16,2021-03-22,2nd message,not interested,,,,,,
3251,USA,B29,2021-03-16,2021-03-16,1st message,,,,,,,
3252,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3253,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3254,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3255,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3256,USA,B11,2021-03-16,2021-03-16,2nd message,not interested,,,,,,
3257,UK,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3258,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3259,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3260,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3261,Saudi Arabia,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3262,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3263,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3264,USA,B11,2021-03-16,2021-03-16,2nd message,not interested,,,,,,
3265,USA,B11,2021-03-16,2021-03-16,1st message,,,,,,,
3266,USA,,2021-03-16,2021-03-16,1st message,,,,,,,
3267,USA,,2021-03-16,2021-03-16,1st message,,,,,,,
3268,United Arab Emirates,,2021-03-16,2021-03-16,2nd message,declined/canceled call,2021-03-19,,,No,,
3269,United Arab Emirates,,2021-03-16,2021-03-16,1st message,,,,,,,
3270,USA,,2021-03-16,2021-03-16,1st message,,,,,,,
3271,USA,,2021-03-16,2021-03-16,1st message,,,,,,,
3272,USA,,2021-03-16,2021-03-16,1st message,,,,,,,
3273,New Zealand,,2021-03-16,2021-03-16,1st message,,,,,,,
3274,USA,,2021-03-16,2021-03-16,1st message,,,,,,,
3275,USA,,2021-03-16,2021-03-16,1st message,,,,,,,
3276,USA,,2021-03-16,2021-03-16,1st message,,,,,,,
3277,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3278,USA,B11,2021-03-15,2021-03-28,3rd message,,,,,,,
3279,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3280,USA,B11,2021-03-15,2021-03-16,2nd message,not interested,,,,,,
3281,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3282,USA,B11,2021-03-15,2021-03-28,3rd message,,,,,,,
3283,USA,B11,2021-03-15,2021-03-15,2nd message,not interested,,,,,,
3284,USA,B11,2021-03-15,2021-03-16,2nd message,not interested,,,,,,
3285,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3286,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3287,USA,B27,2021-03-15,2021-11-05,1st message,,,,,,,
3288,USA,B25,2021-03-15,2021-03-15,1st message,,,,,,,
3289,Saudi Arabia,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3290,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3291,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3292,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3293,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3294,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3295,USA,B11,2021-03-15,2021-03-28,3rd message,,,,,,,
3296,USA,B11,2021-03-15,2021-03-28,3rd message,,,,,,,
3297,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3298,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3299,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3300,Saudi Arabia,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3301,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3302,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3303,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3304,USA,B11,2021-03-15,2021-03-15,2nd message,not interested,,,,,,
3305,Spain,B14,2021-03-15,2021-03-15,1st message,,,,,,,
3306,USA,B11,2021-03-15,2021-03-15,1st message,not interested,,,,,,
3307,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3308,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3309,USA,B11,2021-03-15,2021-03-15,1st message,not interested,,,,,,
3310,Saudi Arabia,B11,2021-03-15,2021-03-28,3rd message,,,,,,,
3311,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3312,Thailand,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3313,Netherlands,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3314,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3315,Taiwan,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3316,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3317,Saudi Arabia,B11,2021-03-15,2021-03-15,2nd message,interested,2021-03-16,,,2021-03-16,,
3318,Singapore,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3319,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3320,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3321,UK,B11,2021-03-15,2021-03-15,2nd message,not interested,,,,,,
3322,Singapore,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3323,Saudi Arabia,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3324,India,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3325,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3326,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3327,India,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3328,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3329,Singapore,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3330,USA,B11,2021-03-15,2021-03-19,3rd message,not interested,,,,,,
3331,USA,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3332,UK,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3333,UK,B11,2021-03-15,2021-03-15,1st message,,,,,,,
3334,Saudi Arabia,B11,2021-03-15,2021-03-15,1st message,,,,,,,
